Location,Country_code,Diseases,Diseases Deaths
South Sudan,SSD,"Trachea, bronchus, lung cancers",399.8
Hungary,HUN,Lower respiratory infections,3991
Denmark,DNK,Stroke,3994
Chile,CHL,"Trachea, bronchus, lung cancers",3995
Chad,TCD,Chronic obstructive pulmonary disease,3999
China,CHN,Stroke,4161327
India,IND,Lower respiratory infections,4310599
China,CHN,Ischaemic heart disease,4849217
Samoa,WSM,"Trachea, bronchus, lung cancers",4.52
Antigua and Barbuda,ATG,"Trachea, bronchus, lung cancers",4.55
Gambia,GMB,"Trachea, bronchus, lung cancers",4.67
Saint Vincent and the Grenadines,VCT,"Trachea, bronchus, lung cancers",4.87
Italy,ITA,Stroke,40026
Peru,PER,Lower respiratory infections,40035
Russian Federation,RUS,"Trachea, bronchus, lung cancers",40093
Uzbekistan,UZB,Stroke,40210
Mozambique,MOZ,Stroke,40248
Burundi,BDI,Lower respiratory infections,40282
Netherlands,NLD,Ischaemic heart disease,40353
Viet Nam,VNM,"Trachea, bronchus, lung cancers",40380
Uzbekistan,UZB,Lower respiratory infections,40420
Iraq,IRQ,Lower respiratory infections,40640
Malaysia,MYS,Lower respiratory infections,40924
Antigua and Barbuda,ATG,Stroke,40.04
Iceland,ISL,Stroke,40.66
Qatar,QAT,Lower respiratory infections,401.7
Republic of Moldova,MDA,Chronic obstructive pulmonary disease,402.5
Uzbekistan,UZB,Chronic obstructive pulmonary disease,4020
Cuba,CUB,Chronic obstructive pulmonary disease,4033
Somalia,SOM,Chronic obstructive pulmonary disease,4050
Gabon,GAB,Chronic obstructive pulmonary disease,406.7
Montenegro,MNE,Ischaemic heart disease,4065
Bolivia (Plurinational State of),BOL,Chronic obstructive pulmonary disease,4067
Venezuela (Bolivarian Republic of),VEN,"Trachea, bronchus, lung cancers",4078
Argentina,ARG,"Trachea, bronchus, lung cancers",4083
Bolivia (Plurinational State of),BOL,Chronic obstructive pulmonary disease,4088
Guyana,GUY,Lower respiratory infections,409
Lebanon,LBN,Ischaemic heart disease,41030
Bolivia (Plurinational State of),BOL,Ischaemic heart disease,41113
Republic of Korea,KOR,"Trachea, bronchus, lung cancers",41170
Argentina,ARG,Lower respiratory infections,41256
Republic of Korea,KOR,Lower respiratory infections,41517
Italy,ITA,"Trachea, bronchus, lung cancers",41622
Ghana,GHA,Ischaemic heart disease,41732
Cameroon,CMR,Ischaemic heart disease,41919
Maldives,MDV,"Trachea, bronchus, lung cancers",41.4
Kiribati,KIR,Chronic obstructive pulmonary disease,41.61
Jordan,JOR,Lower respiratory infections,4116
Fiji,FJI,Stroke,412.8
Slovakia,SVK,Stroke,4127
Qatar,QAT,Stroke,413.5
Jordan,JOR,Chronic obstructive pulmonary disease,413.6
Sierra Leone,SLE,"Trachea, bronchus, lung cancers",413.9
Colombia,COL,"Trachea, bronchus, lung cancers",4130
Algeria,DZA,Chronic obstructive pulmonary disease,4133
Denmark,DNK,Ischaemic heart disease,4133
Botswana,BWA,Ischaemic heart disease,4136
Venezuela (Bolivarian Republic of),VEN,Chronic obstructive pulmonary disease,4146
Latvia,LVA,Stroke,4161
Guatemala,GTM,Chronic obstructive pulmonary disease,4178
Honduras,HND,"Trachea, bronchus, lung cancers",418.8
Singapore,SGP,Lower respiratory infections,4188
Azerbaijan,AZE,"Trachea, bronchus, lung cancers",4188
Philippines,PHL,Lower respiratory infections,419932
Bahamas,BHS,Ischaemic heart disease,419.4
Kiribati,KIR,Ischaemic heart disease,419.7
Senegal,SEN,Lower respiratory infections,42079
Mexico,MEX,Stroke,42239
Kyrgyzstan,KGZ,Ischaemic heart disease,42476
United Republic of Tanzania,TZA,Stroke,42566
Iraq,IRQ,Stroke,42667
Iran (Islamic Republic of),IRN,Lower respiratory infections,42797
Japan,JPN,"Trachea, bronchus, lung cancers",42967
Suriname,SUR,"Trachea, bronchus, lung cancers",42.63
Lebanon,LBN,Stroke,4202
Mexico,MEX,Ischaemic heart disease,421138
Panama,PAN,Chronic obstructive pulmonary disease,421.4
Jordan,JOR,Stroke,4218
Congo,COG,Stroke,4224
Slovakia,SVK,"Trachea, bronchus, lung cancers",4228
Eswatini,SWZ,Lower respiratory infections,4229
Eritrea,ERI,Stroke,4231
Finland,FIN,Ischaemic heart disease,4238
Qatar,QAT,"Trachea, bronchus, lung cancers",424
Canada,CAN,"Trachea, bronchus, lung cancers",4245
Lesotho,LSO,Stroke,4248
Papua New Guinea,PNG,Lower respiratory infections,4248
Namibia,"NAM",Lower respiratory infections,4256
Comoros,COM,Lower respiratory infections,4256
Zambia,ZMB,"Trachea, bronchus, lung cancers",426.9
Ghana,GHA,"Trachea, bronchus, lung cancers",429
Estonia,EST,Stroke,429.3
Bhutan,BTN,Stroke,429.3
Uganda,UGA,Stroke,43230
Togo,TGO,Lower respiratory infections,43447
Pakistan,PAK,"Trachea, bronchus, lung cancers",43526
Côte d’Ivoire,CIV,Stroke,43597
United States of America,USA,"Trachea, bronchus, lung cancers",43698
Australia,AUS,Ischaemic heart disease,43964
Trinidad and Tobago,TTO,Chronic obstructive pulmonary disease,43.11
Brunei Darussalam,BRN,Chronic obstructive pulmonary disease,43.34
Estonia,EST,Chronic obstructive pulmonary disease,43.59
Belarus,BLR,Lower respiratory infections,4314
El Salvador,SLV,Lower respiratory infections,4315
Peru,PER,"Trachea, bronchus, lung cancers",4329
Comoros,COM,Stroke,433
Lebanon,LBN,"Trachea, bronchus, lung cancers",4331
Israel,ISR,Stroke,4332
Angola,AGO,Chronic obstructive pulmonary disease,4334
Saudi Arabia,SAU,"Trachea, bronchus, lung cancers",4335
United Arab Emirates,ARE,Ischaemic heart disease,4336
Samoa,WSM,Ischaemic heart disease,434.8
Peru,PER,"Trachea, bronchus, lung cancers",4346
Lebanon,LBN,Lower respiratory infections,4362
Serbia,SRB,Lower respiratory infections,4366
Montenegro,MNE,Stroke,4368
Seychelles,SYC,Ischaemic heart disease,437.9
Spain,ESP,"Trachea, bronchus, lung cancers",4370
Syrian Arab Republic,SYR,"Trachea, bronchus, lung cancers",4374
Nicaragua,NIC,Stroke,4377
Oman,OMN,"Trachea, bronchus, lung cancers",438.7
Sudan,SDN,Chronic obstructive pulmonary disease,4391
Republic of Moldova,MDA,Ischaemic heart disease,44577
Sri Lanka,LKA,Ischaemic heart disease,44700
Bangladesh,BGD,"Trachea, bronchus, lung cancers",44732
Russian Federation,RUS,Chronic obstructive pulmonary disease,44792
Afghanistan,AFG,Stroke,44976
Malta,MLT,Chronic obstructive pulmonary disease,44.2
Kuwait,KWT,Chronic obstructive pulmonary disease,440
Somalia,SOM,"Trachea, bronchus, lung cancers",440.4
Guinea,GIN,"Trachea, bronchus, lung cancers",440.6
Fiji,FJI,Stroke,441.6
India,IND,"Trachea, bronchus, lung cancers",442944
Belarus,BLR,Chronic obstructive pulmonary disease,4428
Latvia,LVA,Lower respiratory infections,443.9
Kyrgyzstan,KGZ,Chronic obstructive pulmonary disease,4433
United Republic of Tanzania,TZA,Chronic obstructive pulmonary disease,4437
Ukraine,UKR,Ischaemic heart disease,444428
Latvia,LVA,Chronic obstructive pulmonary disease,445.9
Zimbabwe,ZWE,"Trachea, bronchus, lung cancers",447.1
Lesotho,LSO,Stroke,4471
Nicaragua,NIC,"Trachea, bronchus, lung cancers",448.3
Kenya,KEN,"Trachea, bronchus, lung cancers",449.3
Democratic Republic of the Congo,COD,Chronic obstructive pulmonary disease,45241
Türkiye,TUR,Stroke,45250
Zambia,ZMB,Lower respiratory infections,45289
Democratic People's Republic of Korea,PRK,Chronic obstructive pulmonary disease,45797
Côte d’Ivoire,CIV,Ischaemic heart disease,45799
Cabo Verde,CPV,"Trachea, bronchus, lung cancers",45.37
Croatia,HRV,"Trachea, bronchus, lung cancers",4527
Belgium,BEL,Stroke,4528
Egypt,EGY,Ischaemic heart disease,453753
Australia,AUS,Chronic obstructive pulmonary disease,4531
Cyprus,CYP,"Trachea, bronchus, lung cancers",454.5
Paraguay,PRY,Chronic obstructive pulmonary disease,454.8
Dominican Republic,DOM,Stroke,4555
Timor-Leste,TLS,Chronic obstructive pulmonary disease,456
China,CHN,Lower respiratory infections,456025
Finland,FIN,Chronic obstructive pulmonary disease,456.3
Azerbaijan,AZE,"Trachea, bronchus, lung cancers",456.5
Liberia,LBR,Ischaemic heart disease,4574
Iran (Islamic Republic of),IRN,Ischaemic heart disease,458808
Solomon Islands,SLB,Stroke,458.7
Canada,CAN,Chronic obstructive pulmonary disease,4584
Canada,CAN,Ischaemic heart disease,46062
Brazil,BRA,Chronic obstructive pulmonary disease,46203
Democratic People's Republic of Korea,PRK,Lower respiratory infections,46461
Democratic People's Republic of Korea,PRK,"Trachea, bronchus, lung cancers",46486
Serbia,SRB,Ischaemic heart disease,46763
Barbados,BRB,Chronic obstructive pulmonary disease,46.17
Grenada,GRD,Lower respiratory infections,46.49
Niger,NER,Chronic obstructive pulmonary disease,4606
Namibia,"NAM",Ischaemic heart disease,4609
Kyrgyzstan,KGZ,Lower respiratory infections,4623
Jamaica,JAM,Stroke,4626
Spain,ESP,Chronic obstructive pulmonary disease,4627
Dominican Republic,DOM,"Trachea, bronchus, lung cancers",463.7
Australia,AUS,Stroke,4630
South Sudan,SSD,Stroke,4642
Austria,AUT,"Trachea, bronchus, lung cancers",4643
Panama,PAN,Ischaemic heart disease,4647
New Zealand,NZL,Lower respiratory infections,467.9
Barbados,BRB,Stroke,468.1
Vanuatu,VUT,Lower respiratory infections,468.5
Cuba,CUB,Chronic obstructive pulmonary disease,4687
Mexico,MEX,Stroke,47098
Hungary,HUN,Ischaemic heart disease,47118
Nepal,NPL,Stroke,47206
Tajikistan,TJK,Ischaemic heart disease,47227
Haiti,HTI,Ischaemic heart disease,47247
Germany,DEU,"Trachea, bronchus, lung cancers",47383
Thailand,THA,Chronic obstructive pulmonary disease,47455
South Africa,ZAF,Stroke,47466
Japan,JPN,Chronic obstructive pulmonary disease,47584
United Kingdom of Great Britain and Northern Ireland,GBR,Lower respiratory infections,47796
Grenada,GRD,Lower respiratory infections,47.66
Saint Lucia,LCA,Chronic obstructive pulmonary disease,47.85
Angola,AGO,"Trachea, bronchus, lung cancers",470.2
Netherlands,NLD,"Trachea, bronchus, lung cancers",4708
Serbia,SRB,"Trachea, bronchus, lung cancers",4710
Guatemala,GTM,"Trachea, bronchus, lung cancers",472.5
Portugal,PRT,Stroke,4722
Gabon,GAB,Ischaemic heart disease,4726
Belgium,BEL,Chronic obstructive pulmonary disease,4727
Vanuatu,VUT,Ischaemic heart disease,473
Ethiopia,ETH,Lower respiratory infections,473609
Indonesia,IDN,Stroke,473916
United Arab Emirates,ARE,Lower respiratory infections,4732
Gabon,GAB,Lower respiratory infections,4732
Botswana,BWA,Lower respiratory infections,4734
Lao People's Democratic Republic,LAO,Chronic obstructive pulmonary disease,4736
Australia,AUS,Lower respiratory infections,4736
Portugal,PRT,Stroke,4736
Cyprus,CYP,Chronic obstructive pulmonary disease,475.4
Slovenia,SVN,Ischaemic heart disease,4764
Norway,NOR,"Trachea, bronchus, lung cancers",479.5
Estonia,EST,Stroke,479.7
Sri Lanka,LKA,"Trachea, bronchus, lung cancers",4794
South Sudan,SSD,Lower respiratory infections,48004
South Africa,ZAF,Stroke,48060
Russian Federation,RUS,"Trachea, bronchus, lung cancers",48199
Czechia,CZE,Ischaemic heart disease,48215
Turkmenistan,TKM,Ischaemic heart disease,48621
Ghana,GHA,Ischaemic heart disease,48676
Guyana,GUY,"Trachea, bronchus, lung cancers",48.59
Seychelles,SYC,Chronic obstructive pulmonary disease,48.69
Belize,BLZ,Chronic obstructive pulmonary disease,48.93
Comoros,COM,Stroke,481.1
Canada,CAN,Chronic obstructive pulmonary disease,4811
Belgium,BEL,"Trachea, bronchus, lung cancers",4812
Czechia,CZE,Chronic obstructive pulmonary disease,4823
Cuba,CUB,"Trachea, bronchus, lung cancers",4828
Guyana,GUY,Ischaemic heart disease,4829
Barbados,BRB,Ischaemic heart disease,483
Tunisia,TUN,Lower respiratory infections,4832
Chile,CHL,Lower respiratory infections,4833
Norway,NOR,Ischaemic heart disease,4845
Syrian Arab Republic,SYR,Chronic obstructive pulmonary disease,4847
Bosnia and Herzegovina,BIH,"Trachea, bronchus, lung cancers",4854
Benin,BEN,Chronic obstructive pulmonary disease,4855
Norway,NOR,Lower respiratory infections,486.8
Norway,NOR,Lower respiratory infections,486.9
Lesotho,LSO,Ischaemic heart disease,4860
Croatia,HRV,Stroke,4863
Indonesia,IDN,Ischaemic heart disease,487578
Albania,ALB,Chronic obstructive pulmonary disease,487.7
Bahrain,BHR,Stroke,487.8
South Sudan,SSD,Stroke,4877
Belarus,BLR,"Trachea, bronchus, lung cancers",4881
Denmark,DNK,Chronic obstructive pulmonary disease,4881
Turkmenistan,TKM,Chronic obstructive pulmonary disease,489.9
Nepal,NPL,Chronic obstructive pulmonary disease,49119
Nepal,NPL,Chronic obstructive pulmonary disease,49138
France,FRA,Ischaemic heart disease,49311
Burundi,BDI,Lower respiratory infections,49332
Mexico,MEX,Lower respiratory infections,49358
Burkina Faso,BFA,Ischaemic heart disease,49649
Cambodia,KHM,Ischaemic heart disease,49702
Senegal,SEN,Lower respiratory infections,49727
Uganda,UGA,Ischaemic heart disease,49920
Trinidad and Tobago,TTO,"Trachea, bronchus, lung cancers",49.07
Saint Vincent and the Grenadines,VCT,Lower respiratory infections,49.97
Suriname,SUR,Lower respiratory infections,491.6
Tunisia,TUN,Chronic obstructive pulmonary disease,4910
Trinidad and Tobago,TTO,Ischaemic heart disease,4929
Canada,CAN,Stroke,4934
Fiji,FJI,Ischaemic heart disease,4944
Estonia,EST,Ischaemic heart disease,4950
The former Yugoslav Republic of Macedonia,MKD,Lower respiratory infections,496.7
Croatia,HRV,Stroke,4960
Republic of Moldova,MDA,Lower respiratory infections,4967
Burundi,BDI,Chronic obstructive pulmonary disease,4980
Djibouti,DJI,Lower respiratory infections,4982
Mauritius,MUS,Lower respiratory infections,499.1
Micronesia (Federated States of),FSM,"Trachea, bronchus, lung cancers",5.06
Grenada,GRD,"Trachea, bronchus, lung cancers",5.21
Bahamas,BHS,"Trachea, bronchus, lung cancers",5.41
Bahamas,BHS,Chronic obstructive pulmonary disease,5.44
Antigua and Barbuda,ATG,"Trachea, bronchus, lung cancers",5.71
Bulgaria,BGR,Ischaemic heart disease,50090
Poland,POL,"Trachea, bronchus, lung cancers",50391
Iraq,IRQ,Lower respiratory infections,50651
Niger,NER,Ischaemic heart disease,50774
Viet Nam,VNM,Lower respiratory infections,50982
Maldives,MDV,Lower respiratory infections,50.31
Saint Lucia,LCA,Lower respiratory infections,50.86
Czechia,CZE,"Trachea, bronchus, lung cancers",5000
Jordan,JOR,Lower respiratory infections,5014
Vanuatu,VUT,Stroke,502.2
Mauritania,MRT,Stroke,5022
Israel,ISR,Ischaemic heart disease,5022
Costa Rica,CRI,"Trachea, bronchus, lung cancers",503.2
Chad,TCD,"Trachea, bronchus, lung cancers",504
Morocco,MAR,Chronic obstructive pulmonary disease,5041
Equatorial Guinea,GNQ,Lower respiratory infections,5043
Indonesia,IDN,Stroke,505004
Democratic Republic of the Congo,COD,Lower respiratory infections,505029
Dominican Republic,DOM,Lower respiratory infections,5052
Zimbabwe,ZWE,Stroke,5061
Bulgaria,BGR,"Trachea, bronchus, lung cancers",5061
Haiti,HTI,"Trachea, bronchus, lung cancers",507.1
New Zealand,NZL,Lower respiratory infections,509.8
South Sudan,SSD,Ischaemic heart disease,5093
Uzbekistan,UZB,Stroke,51017
Cambodia,KHM,Lower respiratory infections,51043
Egypt,EGY,Chronic obstructive pulmonary disease,51044
Algeria,DZA,Stroke,51226
Iran (Islamic Republic of),IRN,Stroke,51320
Madagascar,MDG,Stroke,51591
Tunisia,TUN,Ischaemic heart disease,51750
Mexico,MEX,Chronic obstructive pulmonary disease,51812
Angola,AGO,Ischaemic heart disease,51836
Thailand,THA,Lower respiratory infections,51948
Antigua and Barbuda,ATG,Stroke,51.94
Eswatini,SWZ,Chronic obstructive pulmonary disease,510.8
Bangladesh,BGD,Stroke,511402
Mauritania,MRT,Ischaemic heart disease,5116
Oman,OMN,"Trachea, bronchus, lung cancers",512
Ukraine,UKR,Chronic obstructive pulmonary disease,5125
Micronesia (Federated States of),FSM,Ischaemic heart disease,513.1
Luxembourg,LUX,Ischaemic heart disease,513.3
Hungary,HUN,"Trachea, bronchus, lung cancers",5137
Jamaica,JAM,"Trachea, bronchus, lung cancers",514.2
Uzbekistan,UZB,Chronic obstructive pulmonary disease,5148
Cambodia,KHM,Chronic obstructive pulmonary disease,5151
Cameroon,CMR,Chronic obstructive pulmonary disease,5158
Lithuania,LTU,Chronic obstructive pulmonary disease,517.8
Australia,AUS,Stroke,5172
Singapore,SGP,Ischaemic heart disease,5178
Cabo Verde,CPV,Stroke,518.9
Lithuania,LTU,Lower respiratory infections,519
Nepal,NPL,"Trachea, bronchus, lung cancers",5192
Kenya,KEN,Ischaemic heart disease,52066
Indonesia,IDN,"Trachea, bronchus, lung cancers",52436
Madagascar,MDG,Lower respiratory infections,52510
Japan,JPN,Lower respiratory infections,52692
Viet Nam,VNM,Chronic obstructive pulmonary disease,52816
Maldives,MDV,"Trachea, bronchus, lung cancers",52.58
Dominican Republic,DOM,Chronic obstructive pulmonary disease,523.3
Canada,CAN,Stroke,5245
South Africa,ZAF,"Trachea, bronchus, lung cancers",5245
Venezuela (Bolivarian Republic of),VEN,Chronic obstructive pulmonary disease,5252
Libya,LBY,Stroke,5253
Guinea-Bissau,GNB,Chronic obstructive pulmonary disease,526
Sao Tome and Principe,STP,Lower respiratory infections,526.7
Kuwait,KWT,Chronic obstructive pulmonary disease,527.6
Grenada,GRD,Ischaemic heart disease,528.6
Afghanistan,AFG,"Trachea, bronchus, lung cancers",5280
Paraguay,PRY,Ischaemic heart disease,5282
Bahrain,BHR,Ischaemic heart disease,5282
Honduras,HND,Lower respiratory infections,5294
Türkiye,TUR,Lower respiratory infections,53046
Algeria,DZA,Lower respiratory infections,53093
Argentina,ARG,Ischaemic heart disease,53187
Democratic People's Republic of Korea,PRK,Chronic obstructive pulmonary disease,53283
Kazakhstan,KAZ,Ischaemic heart disease,53357
Sudan,SDN,Lower respiratory infections,53444
Ethiopia,ETH,Stroke,53611
Pakistan,PAK,"Trachea, bronchus, lung cancers",53699
Benin,BEN,Lower respiratory infections,53735
Vanuatu,VUT,Chronic obstructive pulmonary disease,53.55
Namibia,"NAM","Trachea, bronchus, lung cancers",53.73
Ireland,IRL,"Trachea, bronchus, lung cancers",533.7
Canada,CAN,Lower respiratory infections,5362
Netherlands,NLD,Stroke,5363
Panama,PAN,Chronic obstructive pulmonary disease,537.2
Sao Tome and Principe,STP,Ischaemic heart disease,537.7
Albania,ALB,Stroke,5372
Jordan,JOR,"Trachea, bronchus, lung cancers",538.7
Malaysia,MYS,Chronic obstructive pulmonary disease,5390
Mexico,MEX,"Trachea, bronchus, lung cancers",5391
Republic of Moldova,MDA,Stroke,5396
Colombia,COL,Ischaemic heart disease,54211
Sierra Leone,SLE,Lower respiratory infections,54293
Thailand,THA,Stroke,54600
Syrian Arab Republic,SYR,Ischaemic heart disease,54611
Myanmar,MMR,Chronic obstructive pulmonary disease,54699
Viet Nam,VNM,"Trachea, bronchus, lung cancers",54823
Central African Republic,CAF,Lower respiratory infections,54948
Montenegro,MNE,Chronic obstructive pulmonary disease,54.3
Bahamas,BHS,Lower respiratory infections,54.5
Guinea-Bissau,GNB,"Trachea, bronchus, lung cancers",54.56
Guinea-Bissau,GNB,Ischaemic heart disease,5436
Iceland,ISL,Ischaemic heart disease,544.1
Solomon Islands,SLB,Stroke,546.6
Central African Republic,CAF,Stroke,5460
Austria,AUT,Chronic obstructive pulmonary disease,5464
Mozambique,MOZ,"Trachea, bronchus, lung cancers",548.7
Portugal,PRT,Lower respiratory infections,5483
Belarus,BLR,"Trachea, bronchus, lung cancers",5489
Peru,PER,Ischaemic heart disease,55537
Kenya,KEN,Lower respiratory infections,55735
Zimbabwe,ZWE,Lower respiratory infections,55789
Hungary,HUN,Ischaemic heart disease,55984
Djibouti,DJI,"Trachea, bronchus, lung cancers",55.23
Azerbaijan,AZE,Chronic obstructive pulmonary disease,5502
Bhutan,BTN,Stroke,551
Burkina Faso,BFA,Chronic obstructive pulmonary disease,5515
Bulgaria,BGR,Chronic obstructive pulmonary disease,5539
Sweden,SWE,"Trachea, bronchus, lung cancers",554.7
Kenya,KEN,Chronic obstructive pulmonary disease,5549
Cabo Verde,CPV,Lower respiratory infections,555.6
Senegal,SEN,"Trachea, bronchus, lung cancers",555.8
Oman,OMN,Lower respiratory infections,5551
Mauritania,MRT,Chronic obstructive pulmonary disease,556.8
Mali,MLI,Chronic obstructive pulmonary disease,5565
Republic of Moldova,MDA,Stroke,5565
Tunisia,TUN,"Trachea, bronchus, lung cancers",557.6
Papua New Guinea,PNG,Stroke,5570
Czechia,CZE,Lower respiratory infections,5572
Dominican Republic,DOM,Stroke,5575
Suriname,SUR,Stroke,558.1
Bahrain,BHR,Chronic obstructive pulmonary disease,558.2
Nigeria,NGA,"Trachea, bronchus, lung cancers",5581
Liberia,LBR,Chronic obstructive pulmonary disease,559.3
Tunisia,TUN,"Trachea, bronchus, lung cancers",5590
Mozambique,MOZ,Chronic obstructive pulmonary disease,5591
Honduras,HND,Stroke,5596
Bulgaria,BGR,Lower respiratory infections,5598
Democratic Republic of the Congo,COD,Stroke,56009
Georgia,GEO,Ischaemic heart disease,56071
Sudan,SDN,Stroke,56370
United Republic of Tanzania,TZA,Ischaemic heart disease,56401
Saudi Arabia,SAU,Stroke,56559
Greece,GRC,Ischaemic heart disease,56642
Ethiopia,ETH,Stroke,56693
Iran (Islamic Republic of),IRN,Lower respiratory infections,56774
Yemen,YEM,Stroke,56891
Poland,POL,Lower respiratory infections,56988
Equatorial Guinea,GNQ,"Trachea, bronchus, lung cancers",56.83
Fiji,FJI,Chronic obstructive pulmonary disease,56.84
Luxembourg,LUX,Lower respiratory infections,56.91
Maldives,MDV,Lower respiratory infections,56.92
Slovenia,SVN,Chronic obstructive pulmonary disease,560
Gambia,GMB,Chronic obstructive pulmonary disease,560
Mauritius,MUS,Chronic obstructive pulmonary disease,560.3
Namibia,"NAM",Chronic obstructive pulmonary disease,560.9
Qatar,QAT,Ischaemic heart disease,5605
Iraq,IRQ,Chronic obstructive pulmonary disease,5629
Kyrgyzstan,KGZ,"Trachea, bronchus, lung cancers",563.1
Liberia,LBR,Ischaemic heart disease,5638
Portugal,PRT,"Trachea, bronchus, lung cancers",564.5
Bahrain,BHR,Lower respiratory infections,565.3
Hungary,HUN,Chronic obstructive pulmonary disease,5659
Somalia,SOM,Chronic obstructive pulmonary disease,5670
Jamaica,JAM,Ischaemic heart disease,5687
Paraguay,PRY,Stroke,5689
United Kingdom of Great Britain and Northern Ireland,GBR,Ischaemic heart disease,57011
Azerbaijan,AZE,Ischaemic heart disease,57042
Türkiye,TUR,Stroke,57183
Madagascar,MDG,Ischaemic heart disease,57298
Philippines,PHL,Chronic obstructive pulmonary disease,57447
Malaysia,MYS,Ischaemic heart disease,57531
Rwanda,RWA,Lower respiratory infections,57840
Central African Republic,CAF,"Trachea, bronchus, lung cancers",57.96
Brazil,BRA,Ischaemic heart disease,571848
Papua New Guinea,PNG,"Trachea, bronchus, lung cancers",574.4
The former Yugoslav Republic of Macedonia,MKD,"Trachea, bronchus, lung cancers",575.1
Republic of Korea,KOR,Chronic obstructive pulmonary disease,5758
Slovakia,SVK,Lower respiratory infections,5769
Singapore,SGP,Chronic obstructive pulmonary disease,578.1
Sweden,SWE,"Trachea, bronchus, lung cancers",578.1
Finland,FIN,"Trachea, bronchus, lung cancers",579.4
Senegal,SEN,Chronic obstructive pulmonary disease,5790
Germany,DEU,Chronic obstructive pulmonary disease,58259
Guatemala,GTM,Lower respiratory infections,58316
Madagascar,MDG,Lower respiratory infections,58485
Cameroon,CMR,Stroke,58650
Mauritius,MUS,"Trachea, bronchus, lung cancers",58.41
Rwanda,RWA,"Trachea, bronchus, lung cancers",580.7
Saudi Arabia,SAU,Chronic obstructive pulmonary disease,5812
El Salvador,SLV,Lower respiratory infections,5815
Slovenia,SVN,"Trachea, bronchus, lung cancers",582.5
Oman,OMN,Stroke,5836
Latvia,LVA,Chronic obstructive pulmonary disease,584.7
Tunisia,TUN,Lower respiratory infections,5842
Libya,LBY,Lower respiratory infections,5847
Trinidad and Tobago,TTO,Stroke,586.4
Ecuador,ECU,Stroke,5868
Mauritania,MRT,Chronic obstructive pulmonary disease,588.5
Republic of Korea,KOR,Stroke,59001
Malawi,MWI,Lower respiratory infections,59122
Japan,JPN,"Trachea, bronchus, lung cancers",59306
Kazakhstan,KAZ,Stroke,59429
Lebanon,LBN,Ischaemic heart disease,59678
Malaysia,MYS,Lower respiratory infections,59735
Botswana,BWA,"Trachea, bronchus, lung cancers",59.64
Russian Federation,RUS,Ischaemic heart disease,590884
Madagascar,MDG,Chronic obstructive pulmonary disease,5904
Jamaica,JAM,Lower respiratory infections,592.5
Equatorial Guinea,GNQ,Lower respiratory infections,5928
Ireland,IRL,Lower respiratory infections,594.4
Armenia,ARM,"Trachea, bronchus, lung cancers",594.9
Czechia,CZE,Stroke,5945
Uruguay,URY,Ischaemic heart disease,5946
Gambia,GMB,Ischaemic heart disease,5953
Netherlands,NLD,Chronic obstructive pulmonary disease,5967
Netherlands,NLD,Stroke,5973
Philippines,PHL,Ischaemic heart disease,599983
India,IND,Ischaemic heart disease,6407146
China,CHN,Stroke,6704613
Bangladesh,BGD,"Trachea, bronchus, lung cancers",60520
Thailand,THA,"Trachea, bronchus, lung cancers",60826
Micronesia (Federated States of),FSM,Chronic obstructive pulmonary disease,60.64
Mauritius,MUS,Ischaemic heart disease,6000
Armenia,ARM,Lower respiratory infections,6000
Greece,GRC,Lower respiratory infections,6003
Mongolia,MNG,Chronic obstructive pulmonary disease,601
Guyana,GUY,Lower respiratory infections,601.2
Bosnia and Herzegovina,BIH,"Trachea, bronchus, lung cancers",6013
Costa Rica,CRI,Chronic obstructive pulmonary disease,602.2
Netherlands,NLD,"Trachea, bronchus, lung cancers",6034
Sao Tome and Principe,STP,Lower respiratory infections,604.6
Syrian Arab Republic,SYR,"Trachea, bronchus, lung cancers",6054
Liberia,LBR,Stroke,6069
Belarus,BLR,"Trachea, bronchus, lung cancers",607.4
Czechia,CZE,Stroke,6073
Solomon Islands,SLB,Lower respiratory infections,609.1
Venezuela (Bolivarian Republic of),VEN,Ischaemic heart disease,61011
Malaysia,MYS,Stroke,61536
Afghanistan,AFG,Stroke,61691
Mozambique,MOZ,Ischaemic heart disease,61861
Qatar,QAT,"Trachea, bronchus, lung cancers",61.22
Seychelles,SYC,Stroke,61.39
Iceland,ISL,Chronic obstructive pulmonary disease,61.53
Montenegro,MNE,"Trachea, bronchus, lung cancers",610
Slovenia,SVN,Lower respiratory infections,610.2
Paraguay,PRY,Lower respiratory infections,6105
Ireland,IRL,Lower respiratory infections,611.4
Belize,BLZ,Ischaemic heart disease,611.8
Netherlands,NLD,Chronic obstructive pulmonary disease,6124
Ecuador,ECU,Stroke,6125
Bhutan,BTN,Chronic obstructive pulmonary disease,613.6
Austria,AUT,Stroke,6139
Tunisia,TUN,"Trachea, bronchus, lung cancers",6148
Armenia,ARM,Stroke,6157
Central African Republic,CAF,Stroke,6158
Mongolia,MNG,Lower respiratory infections,6165
Pakistan,PAK,Lower respiratory infections,619365
Guatemala,GTM,Stroke,6199
Republic of Korea,KOR,Ischaemic heart disease,62040
Türkiye,TUR,Chronic obstructive pulmonary disease,62374
Japan,JPN,Stroke,62488
Germany,DEU,Stroke,62576
Nepal,NPL,Lower respiratory infections,62719
Iran (Islamic Republic of),IRN,Stroke,62774
